species,action,action_code,emotion,valid_frames,total_frames,json_path
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-021980.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-073406.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-060694.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-057595.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,72,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-028825.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,135,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-045980.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-067455.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-036517.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-072020.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-101786.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,115,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-020079.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,90,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-047011.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052370.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,76,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-050237.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-074305.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,70,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052316.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,90,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-100528.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069905.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,112,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-090759.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-082010.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-090687.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,93,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069902.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,160,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-050217.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070685.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-012079.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,112,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-071009.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,68,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-013841.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-085933.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,119,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-080314.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-018615.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-087576.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,75,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-043544.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-063917.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078955.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-024153.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070681.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070133.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070138.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,139,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-013542.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,143,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-023264.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-040430.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-067532.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-092733.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-039492.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-062515.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,155,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052337.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-034861.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-022098.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-017250.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-073047.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,90,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-041909.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-068143.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,84,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-021800.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-055446.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,93,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-081353.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,119,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-082026.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078154.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070702.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-029675.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-071254.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,130,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-026430.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-080857.json
DOG,빙글빙글 도는 동작,TURN,불안/슬픔,13,125,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-020875.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-043004.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,87,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052717.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,136,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-093071.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-065639.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,84,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-043502.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078606.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,93,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-081999.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-088360.json
DOG,빙글빙글 도는 동작,TURN,불안/슬픔,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-030017.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-089506.json
DOG,빙글빙글 도는 동작,TURN,불안/슬픔,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-084477.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,119,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-063007.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,131,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-057658.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-021876.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069942.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069862.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078221.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-077737.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,118,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-046563.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,80,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-022346.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-084326.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-093748.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-079220.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,78,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-035558.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052789.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-091632.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-039370.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,146,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-043524.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-067715.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-036525.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,76,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-033092.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-077809.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,129,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-033433.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,79,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-034003.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-037668.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-101793.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,92,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-040948.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,138,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-027323.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,118,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-065049.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,113,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-044004.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,117,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069955.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,6,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/20201202_dog-turn-007284.mp4.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,138,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-063568.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,82,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-051153.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078216.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,87,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-067788.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-012400.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-020149.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,117,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-101082.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,118,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-089811.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-091655.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,92,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-057779.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,6,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/20201202_dog-turn-001897.mp4.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,76,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-030294.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-091648.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-080849.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,143,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-078131.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-079163.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-022700.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-071949.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-025013.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,127,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-091685.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-080847.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,84,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-064239.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-082019.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-088308.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-021604.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-004253.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-019788.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,129,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-082031.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-089413.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-077839.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-053119.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,77,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-057763.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,119,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-093627.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070707.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,78,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-036319.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,128,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-059946.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-063812.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-048582.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-071283.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,123,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-077859.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,111,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-030167.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,75,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-072958.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-073560.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-101753.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,76,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-013860.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,77,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-057876.json
DOG,빙글빙글 도는 동작,TURN,화남/불쾌,13,142,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-062658.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-050299.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-046517.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,132,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-091910.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,69,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-027311.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-092136.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-063539.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,92,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-069954.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,112,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-025365.json
DOG,빙글빙글 도는 동작,TURN,불안/슬픔,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-070972.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-077781.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-037002.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,161,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-026972.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-081950.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,1,137,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/20201202_dog-turn-004777.mp4.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,66,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-066864.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-099507.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,70,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-012979.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-074141.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-048234.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-065648.json
DOG,빙글빙글 도는 동작,TURN,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-052654.json
DOG,빙글빙글 도는 동작,TURN,행복/즐거움,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/TURN/dog-turn-022250.json
